Year,geoId,County,Population,Median_Age,Unemployment,Income,Crimes
2013,geoId/06065,Riverside County,2286755,33.9,10,56529,nan
2014,geoId/06065,Riverside County,2316162,34.2,8.3,56592,nan
2015,geoId/06065,Riverside County,2345816,34.5,6.7,56603,nan
2016,geoId/06065,Riverside County,2380081,34.8,6.1,57972,nan
2017,geoId/06065,Riverside County,2414964,35,5.3,60807,nan
2018,geoId/06065,Riverside County,2445789,35.3,4.5,63948,nan
2019,geoId/06065,Riverside County,2470546,35.6,4.2,67005,nan
1980,geoId/06067,Sacramento County,783381,nan,nan,nan,nan
1981,geoId/06067,Sacramento County,806297,nan,nan,nan,nan
1982,geoId/06067,Sacramento County,832148,nan,nan,nan,nan
1983,geoId/06067,Sacramento County,852626,nan,nan,nan,nan
1984,geoId/06067,Sacramento County,869581,nan,nan,nan,nan
1985,geoId/06067,Sacramento County,891113,nan,nan,nan,nan
1986,geoId/06067,Sacramento County,916044,nan,nan,nan,nan
1987,geoId/06067,Sacramento County,948523,nan,nan,nan,nan
1988,geoId/06067,Sacramento County,979279,nan,nan,nan,nan
1989,geoId/06067,Sacramento County,1008753,nan,nan,nan,nan
1990,geoId/06067,Sacramento County,1075309,nan,4.6,nan,nan
1991,geoId/06067,Sacramento County,1103715,nan,6.7,nan,nan
1992,geoId/06067,Sacramento County,1114853,nan,8.3,nan,nan
1993,geoId/06067,Sacramento County,1119353,nan,8.4,nan,nan
1994,geoId/06067,Sacramento County,1119846,nan,7.3,nan,nan
1995,geoId/06067,Sacramento County,1128394,nan,6.8,nan,nan
1996,geoId/06067,Sacramento County,1141118,nan,6.3,nan,nan
1997,geoId/06067,Sacramento County,1152550,nan,5.6,nan,nan
1998,geoId/06067,Sacramento County,1166699,nan,5,nan,nan
1999,geoId/06067,Sacramento County,1184586,nan,4.3,nan,nan
2000,geoId/06067,Sacramento County,1230155,nan,4.3,nan,nan
2001,geoId/06067,Sacramento County,1266625,nan,4.6,nan,nan
2002,geoId/06067,Sacramento County,1301503,nan,5.7,nan,nan
2003,geoId/06067,Sacramento County,1328988,nan,5.9,nan,nan
2004,geoId/06067,Sacramento County,1349375,nan,5.6,nan,nan
2005,geoId/06067,Sacramento County,1360918,nan,4.9,nan,nan
2006,geoId/06067,Sacramento County,1369173,nan,4.7,nan,nan
2007,geoId/06067,Sacramento County,1380327,nan,5.4,nan,nan
2008,geoId/06067,Sacramento County,1393084,nan,7.2,nan,nan
2009,geoId/06067,Sacramento County,1406684,nan,11.5,nan,nan
2010,geoId/06067,Sacramento County,1421414,nan,12.9,nan,nan
2011,geoId/06067,Sacramento County,1433730,34.7,12.3,56553,nan
2012,geoId/06067,Sacramento County,1444852,34.9,10.7,55846,nan
2013,geoId/06067,Sacramento County,1457341,35.1,9,55064,nan
2014,geoId/06067,Sacramento County,1474917,35.3,7.4,55615,nan
2015,geoId/06067,Sacramento County,1493674,35.5,6,55987,nan
2016,geoId/06067,Sacramento County,1510987,35.7,5.4,57509,nan
2017,geoId/06067,Sacramento County,1527301,35.9,4.7,60239,nan
2018,geoId/06067,Sacramento County,1538746,36,3.9,63902,nan
2019,geoId/06067,Sacramento County,1552058,36.2,3.7,67151,nan
1980,geoId/06069,San Benito County,25005,nan,nan,nan,nan
1981,geoId/06069,San Benito County,25905,nan,nan,nan,nan
1982,geoId/06069,San Benito County,26916,nan,nan,nan,nan
1983,geoId/06069,San Benito County,27758,nan,nan,nan,nan
1984,geoId/06069,San Benito County,28959,nan,nan,nan,nan
1985,geoId/06069,San Benito County,30392,nan,nan,nan,nan
1986,geoId/06069,San Benito County,31649,nan,nan,nan,nan
1987,geoId/06069,San Benito County,32952,nan,nan,nan,nan
1988,geoId/06069,San Benito County,34374,nan,nan,nan,nan
1989,geoId/06069,San Benito County,36137,nan,nan,nan,nan
1990,geoId/06069,San Benito County,36828,nan,12.1,nan,nan
1991,geoId/06069,San Benito County,37305,nan,16.2,nan,nan
1992,geoId/06069,San Benito County,38283,nan,17.4,nan,nan
1993,geoId/06069,San Benito County,39443,nan,16.1,nan,nan
1994,geoId/06069,San Benito County,40728,nan,14.1,nan,nan
1995,geoId/06069,San Benito County,42267,nan,13.6,nan,nan
1996,geoId/06069,San Benito County,44089,nan,12,nan,nan
1997,geoId/06069,San Benito County,46639,nan,11.2,nan,nan
1998,geoId/06069,San Benito County,48984,nan,10.6,nan,nan
1999,geoId/06069,San Benito County,51276,nan,8.1,nan,nan
2000,geoId/06069,San Benito County,53805,nan,5.9,nan,nan
2001,geoId/06069,San Benito County,54773,nan,6.4,nan,nan
2002,geoId/06069,San Benito County,55289,nan,9,nan,nan
2003,geoId/06069,San Benito County,55527,nan,10.1,nan,nan
2004,geoId/06069,San Benito County,55271,nan,9.6,nan,nan
2005,geoId/06069,San Benito County,55155,nan,8,nan,nan
2006,geoId/06069,San Benito County,54706,nan,7.2,nan,nan
2007,geoId/06069,San Benito County,54737,nan,7.2,nan,nan
2008,geoId/06069,San Benito County,55012,nan,9.7,nan,nan
2009,geoId/06069,San Benito County,55256,nan,14.5,nan,nan
2010,geoId/06069,San Benito County,55517,nan,15.5,nan,nan
2011,geoId/06069,San Benito County,55977,33.9,14.8,65570,nan
2012,geoId/06069,San Benito County,56599,34.1,13.3,63939,nan
2013,geoId/06069,San Benito County,57239,34.5,11.2,66237,nan
2014,geoId/06069,San Benito County,57825,34.8,9.4,67874,nan
2015,geoId/06069,San Benito County,58216,35,7.6,71077,nan
2016,geoId/06069,San Benito County,59225,35.1,6.7,73814,nan
2017,geoId/06069,San Benito County,60164,35.4,5.8,80760,nan
2018,geoId/06069,San Benito County,61467,35.5,5.1,81977,nan
2019,geoId/06069,San Benito County,62808,35.7,5,86958,nan
1980,geoId/06071,San Bernardino County,895016,nan,nan,nan,nan
1981,geoId/06071,San Bernardino County,932934,nan,nan,nan,nan
1982,geoId/06071,San Bernardino County,966760,nan,nan,nan,nan
1983,geoId/06071,San Bernardino County,996565,nan,nan,nan,nan
1984,geoId/06071,San Bernardino County,1027817,nan,nan,nan,nan
1985,geoId/06071,San Bernardino County,1072242,nan,nan,nan,nan
1986,geoId/06071,San Bernardino County,1124169,nan,nan,nan,nan
1987,geoId/06071,San Bernardino County,1192197,nan,nan,nan,nan
1988,geoId/06071,San Bernardino County,1271189,nan,nan,nan,nan
1989,geoId/06071,San Bernardino County,1352911,nan,nan,nan,nan
1990,geoId/06071,San Bernardino County,1437012,nan,5.6,nan,nan
1991,geoId/06071,San Bernardino County,1491021,nan,8.4,nan,nan
1992,geoId/06071,San Bernardino County,1532114,nan,9.7,nan,nan
1993,geoId/06071,San Bernardino County,1545508,nan,9.9,nan,nan
1994,geoId/06071,San Bernardino County,1553732,nan,8.8,nan,nan
1995,geoId/06071,San Bernardino County,1569793,nan,7.9,nan,nan
1996,geoId/06071,San Bernardino County,1588541,nan,7.5,nan,nan
1997,geoId/06071,San Bernardino County,1609221,nan,6.5,nan,nan
1998,geoId/06071,San Bernardino County,1635967,nan,5.7,nan,nan
1999,geoId/06071,San Bernardino County,1669934,nan,4.9,nan,nan
2000,geoId/06071,San Bernardino County,1718577,nan,4.7,nan,nan
2001,geoId/06071,San Bernardino County,1762813,nan,5.1,nan,nan
2002,geoId/06071,San Bernardino County,1802816,nan,6.1,nan,nan
2003,geoId/06071,San Bernardino County,1850188,nan,6.3,nan,nan
2004,geoId/06071,San Bernardino County,1904201,nan,5.8,nan,nan
2005,geoId/06071,San Bernardino County,1950108,nan,5.2,nan,nan
2006,geoId/06071,San Bernardino County,1980965,nan,4.8,nan,nan
2007,geoId/06071,San Bernardino County,1999489,nan,5.5,nan,nan
2008,geoId/06071,San Bernardino County,2011389,nan,8.1,nan,nan
2009,geoId/06071,San Bernardino County,2021873,nan,13.2,nan,nan
2010,geoId/06071,San Bernardino County,2040910,nan,13.9,nan,nan
2011,geoId/06071,San Bernardino County,2060827,31.4,13.1,55853,nan
2012,geoId/06071,San Bernardino County,2073512,31.7,11.6,54750,nan
2013,geoId/06071,San Bernardino County,2082738,31.9,9.9,54090,nan
2014,geoId/06071,San Bernardino County,2099181,32.2,8.1,54100,nan
2015,geoId/06071,San Bernardino County,2115411,32.5,6.5,53433,nan
2016,geoId/06071,San Bernardino County,2131960,32.7,5.8,54469,nan
2017,geoId/06071,San Bernardino County,2150945,32.9,5,57156,nan
2018,geoId/06071,San Bernardino County,2166753,33.1,4.1,60164,nan
2019,geoId/06071,San Bernardino County,2180085,33.3,3.9,63362,nan
1980,geoId/06073,San Diego County,1861846,nan,nan,nan,nan
1981,geoId/06073,San Diego County,1927018,nan,nan,nan,nan
1982,geoId/06073,San Diego County,1972354,nan,nan,nan,nan
1983,geoId/06073,San Diego County,2018133,nan,nan,nan,nan
1984,geoId/06073,San Diego County,2066419,nan,nan,nan,nan
1985,geoId/06073,San Diego County,2126090,nan,nan,nan,nan
1986,geoId/06073,San Diego County,2196834,nan,nan,nan,nan
1987,geoId/06073,San Diego County,2275309,nan,nan,nan,nan
1988,geoId/06073,San Diego County,2364284,nan,nan,nan,nan
1989,geoId/06073,San Diego County,2444380,nan,nan,nan,nan
1990,geoId/06073,San Diego County,2513216,nan,4.6,nan,nan
1991,geoId/06073,San Diego County,2554271,nan,6.4,nan,nan
1992,geoId/06073,San Diego County,2601147,nan,7.3,nan,nan
1993,geoId/06073,San Diego County,2609266,nan,7.8,nan,nan
1994,geoId/06073,San Diego County,2626939,nan,7.2,nan,nan
1995,geoId/06073,San Diego County,2641561,nan,6.3,nan,nan
1996,geoId/06073,San Diego County,2673685,nan,5.4,nan,nan
1997,geoId/06073,San Diego County,2722060,nan,4.3,nan,nan
1998,geoId/06073,San Diego County,2766123,nan,3.5,nan,nan
1999,geoId/06073,San Diego County,2820844,nan,3.1,nan,nan
2000,geoId/06073,San Diego County,2826314,nan,3.9,nan,nan
2001,geoId/06073,San Diego County,2863613,nan,4.2,nan,nan
2002,geoId/06073,San Diego County,2889170,nan,5.2,nan,nan
2003,geoId/06073,San Diego County,2897883,nan,5.3,nan,nan
2004,geoId/06073,San Diego County,2908903,nan,4.7,nan,nan
2005,geoId/06073,San Diego County,2911539,nan,4.3,nan,nan
2006,geoId/06073,San Diego County,2914385,nan,4,nan,nan
2007,geoId/06073,San Diego County,2937725,nan,4.5,nan,nan
2008,geoId/06073,San Diego County,2977368,nan,6.1,nan,nan
2009,geoId/06073,San Diego County,3010690,nan,9.8,nan,nan
2010,geoId/06073,San Diego County,3103306,nan,11,nan,nan
2011,geoId/06073,San Diego County,3137156,34.6,10.5,63857,nan
2012,geoId/06073,San Diego County,3174335,34.7,9.3,63373,nan
2013,geoId/06073,San Diego County,3209768,34.8,7.9,62962,nan
2014,geoId/06073,San Diego County,3248877,34.9,6.5,63996,nan
2015,geoId/06073,San Diego County,3280850,35.1,5.2,64309,nan
2016,geoId/06073,San Diego County,3306089,35.3,4.7,66529,nan
2017,geoId/06073,San Diego County,3321237,35.4,4,70588,nan
2018,geoId/06073,San Diego County,3333861,35.6,3.4,74855,nan
2019,geoId/06073,San Diego County,3338330,35.8,3.3,78980,nan
1980,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1981,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1982,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1983,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1984,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1985,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1986,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1987,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1988,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1989,geoId/06075,San Francisco County,nan,nan,nan,nan,nan
1990,geoId/06075,San Francisco County,nan,nan,3.8,nan,nan
1991,geoId/06075,San Francisco County,nan,nan,5.4,nan,nan
1992,geoId/06075,San Francisco County,nan,nan,6.9,nan,nan
1993,geoId/06075,San Francisco County,nan,nan,7.1,nan,nan
1994,geoId/06075,San Francisco County,nan,nan,6.5,nan,nan
1995,geoId/06075,San Francisco County,nan,nan,6,nan,nan
1996,geoId/06075,San Francisco County,nan,nan,4.9,nan,nan
1997,geoId/06075,San Francisco County,nan,nan,4.1,nan,nan
1998,geoId/06075,San Francisco County,nan,nan,3.7,nan,nan
1999,geoId/06075,San Francisco County,nan,nan,3.1,nan,nan
2000,geoId/06075,San Francisco County,nan,nan,3.4,nan,nan
2001,geoId/06075,San Francisco County,nan,nan,5.1,nan,nan
2002,geoId/06075,San Francisco County,nan,nan,7,nan,nan
2003,geoId/06075,San Francisco County,nan,nan,6.8,nan,nan
2004,geoId/06075,San Francisco County,nan,nan,5.8,nan,nan
2005,geoId/06075,San Francisco County,nan,nan,5,nan,nan
2006,geoId/06075,San Francisco County,nan,nan,4.2,nan,nan
2007,geoId/06075,San Francisco County,nan,nan,4.2,nan,nan
2008,geoId/06075,San Francisco County,nan,nan,5.3,nan,nan
2009,geoId/06075,San Francisco County,nan,nan,9.1,nan,nan
2010,geoId/06075,San Francisco County,805463,nan,9.1,nan,nan
2011,geoId/06075,San Francisco County,797983,38.4,8.2,72947,nan
2012,geoId/06075,San Francisco County,807755,38.5,6.9,73802,nan
2013,geoId/06075,San Francisco County,817501,38.5,5.5,75604,nan
2014,geoId/06075,San Francisco County,829072,38.6,4.4,78378,nan
2015,geoId/06075,San Francisco County,840763,38.5,3.7,81294,nan
2016,geoId/06075,San Francisco County,850282,38.4,3.3,87701,nan
2017,geoId/06075,San Francisco County,864263,38.3,2.9,96265,nan
2018,geoId/06075,San Francisco County,870044,38.2,2.4,104552,nan
2019,geoId/06075,San Francisco County,874961,38.2,2.2,112449,nan
1980,geoId/06077,San Joaquin County,347342,nan,nan,nan,nan
1981,geoId/06077,San Joaquin County,361462,nan,nan,nan,nan
1982,geoId/06077,San Joaquin County,373479,nan,nan,nan,nan
1983,geoId/06077,San Joaquin County,385721,nan,nan,nan,nan
1984,geoId/06077,San Joaquin County,398731,nan,nan,nan,nan
1985,geoId/06077,San Joaquin County,416042,nan,nan,nan,nan
1986,geoId/06077,San Joaquin County,430786,nan,nan,nan,nan
1987,geoId/06077,San Joaquin County,445726,nan,nan,nan,nan
1988,geoId/06077,San Joaquin County,457138,nan,nan,nan,nan
1989,geoId/06077,San Joaquin County,466863,nan,nan,nan,nan
1990,geoId/06077,San Joaquin County,484360,nan,9.9,nan,nan
1991,geoId/06077,San Joaquin County,494221,nan,12.1,nan,nan
1992,geoId/06077,San Joaquin County,503293,nan,14.2,nan,nan
1993,geoId/06077,San Joaquin County,509810,nan,14.2,nan,nan
1994,geoId/06077,San Joaquin County,516797,nan,13,nan,nan
1995,geoId/06077,San Joaquin County,523653,nan,12.3,nan,nan
1996,geoId/06077,San Joaquin County,531560,nan,11.5,nan,nan
1997,geoId/06077,San Joaquin County,539997,nan,10.8,nan,nan
1998,geoId/06077,San Joaquin County,549684,nan,10.6,nan,nan
1999,geoId/06077,San Joaquin County,563183,nan,8.9,nan,nan
2000,geoId/06077,San Joaquin County,568001,nan,6.9,nan,nan
2001,geoId/06077,San Joaquin County,591445,nan,7.5,nan,nan
2002,geoId/06077,San Joaquin County,609348,nan,8.9,nan,nan
2003,geoId/06077,San Joaquin County,627094,nan,9.3,nan,nan
2004,geoId/06077,San Joaquin County,643228,nan,8.7,nan,nan
2005,geoId/06077,San Joaquin County,657227,nan,7.9,nan,nan
2006,geoId/06077,San Joaquin County,662850,nan,7.4,nan,nan
2007,geoId/06077,San Joaquin County,667988,nan,8,nan,nan
2008,geoId/06077,San Joaquin County,671405,nan,10.5,nan,nan
2009,geoId/06077,San Joaquin County,677183,nan,15.5,nan,nan
2010,geoId/06077,San Joaquin County,687156,nan,16.9,nan,nan
2011,geoId/06077,San Joaquin County,694354,32.5,16.5,53764,nan
2012,geoId/06077,San Joaquin County,699593,32.6,14.6,53895,nan
2013,geoId/06077,San Joaquin County,702046,32.9,12.5,53380,nan
2014,geoId/06077,San Joaquin County,711579,33.2,10.7,53253,nan
2015,geoId/06077,San Joaquin County,722271,33.5,8.9,53274,nan
2016,geoId/06077,San Joaquin County,732809,33.7,8.2,55045,nan
2017,geoId/06077,San Joaquin County,743296,33.9,7,57813,nan
2018,geoId/06077,San Joaquin County,752491,34.1,6.1,61145,nan
2019,geoId/06077,San Joaquin County,762148,34.3,6,64432,nan
1980,geoId/06079,San Luis Obispo County,155435,nan,nan,nan,nan
1981,geoId/06079,San Luis Obispo County,161886,nan,nan,nan,nan
1982,geoId/06079,San Luis Obispo County,166563,nan,nan,nan,nan
1983,geoId/06079,San Luis Obispo County,171365,nan,nan,nan,nan
1984,geoId/06079,San Luis Obispo County,177566,nan,nan,nan,nan
1985,geoId/06079,San Luis Obispo County,185248,nan,nan,nan,nan
1986,geoId/06079,San Luis Obispo County,192497,nan,nan,nan,nan
1987,geoId/06079,San Luis Obispo County,199345,nan,nan,nan,nan
1988,geoId/06079,San Luis Obispo County,204261,nan,nan,nan,nan
1989,geoId/06079,San Luis Obispo County,213314,nan,nan,nan,nan
1990,geoId/06079,San Luis Obispo County,218117,nan,4.6,nan,nan
1991,geoId/06079,San Luis Obispo County,219091,nan,6.1,nan,nan
1992,geoId/06079,San Luis Obispo County,220353,nan,7.5,nan,nan
1993,geoId/06079,San Luis Obispo County,221030,nan,8.2,nan,nan
1994,geoId/06079,San Luis Obispo County,223264,nan,7.3,nan,nan
1995,geoId/06079,San Luis Obispo County,225664,nan,6.6,nan,nan
1996,geoId/06079,San Luis Obispo County,228546,nan,5.7,nan,nan
1997,geoId/06079,San Luis Obispo County,231426,nan,4.8,nan,nan
1998,geoId/06079,San Luis Obispo County,234074,nan,4.2,nan,nan
1999,geoId/06079,San Luis Obispo County,236953,nan,3.3,nan,nan
2000,geoId/06079,San Luis Obispo County,247931,nan,4,nan,nan
2001,geoId/06079,San Luis Obispo County,251679,nan,4,nan,nan
2002,geoId/06079,San Luis Obispo County,253333,nan,4.7,nan,nan
2003,geoId/06079,San Luis Obispo County,254915,nan,4.8,nan,nan
2004,geoId/06079,San Luis Obispo County,256916,nan,4.6,nan,nan
2005,geoId/06079,San Luis Obispo County,258660,nan,4.3,nan,nan
2006,geoId/06079,San Luis Obispo County,260551,nan,3.9,nan,nan
2007,geoId/06079,San Luis Obispo County,262810,nan,4.2,nan,nan
2008,geoId/06079,San Luis Obispo County,266262,nan,5.8,nan,nan
2009,geoId/06079,San Luis Obispo County,267894,nan,9.2,nan,nan
2010,geoId/06079,San Luis Obispo County,269805,nan,10.2,nan,nan
2011,geoId/06079,San Luis Obispo County,271058,39.1,9.7,58630,nan
2012,geoId/06079,San Luis Obispo County,274160,39.3,8.4,59628,nan
2013,geoId/06079,San Luis Obispo County,275696,39.5,6.9,58697,nan
2014,geoId/06079,San Luis Obispo County,278227,39.5,5.6,59454,nan
2015,geoId/06079,San Luis Obispo County,280077,39.3,4.8,60691,nan
2016,geoId/06079,San Luis Obispo County,281803,39,4.3,64014,nan
2017,geoId/06079,San Luis Obispo County,282481,39,3.6,67175,nan
2018,geoId/06079,San Luis Obispo County,283354,39.1,3,70699,nan
2019,geoId/06079,San Luis Obispo County,283111,39.2,2.9,73518,nan
1980,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1981,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1982,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1983,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1984,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1985,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1986,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1987,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1988,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1989,geoId/06081,San Mateo County,nan,nan,nan,nan,nan
1990,geoId/06081,San Mateo County,nan,nan,2.6,nan,nan
1991,geoId/06081,San Mateo County,nan,nan,4,nan,nan
1992,geoId/06081,San Mateo County,nan,nan,5.1,nan,nan
1993,geoId/06081,San Mateo County,nan,nan,5.1,nan,nan
1994,geoId/06081,San Mateo County,nan,nan,4.7,nan,nan
1995,geoId/06081,San Mateo County,nan,nan,4.2,nan,nan
1996,geoId/06081,San Mateo County,nan,nan,3.5,nan,nan
1997,geoId/06081,San Mateo County,nan,nan,2.7,nan,nan
1998,geoId/06081,San Mateo County,nan,nan,2.5,nan,nan
1999,geoId/06081,San Mateo County,nan,nan,2,nan,nan
2000,geoId/06081,San Mateo County,nan,nan,2.8,nan,nan
2001,geoId/06081,San Mateo County,nan,nan,3.8,nan,nan
2002,geoId/06081,San Mateo County,nan,nan,5.7,nan,nan
2003,geoId/06081,San Mateo County,nan,nan,5.9,nan,nan
2004,geoId/06081,San Mateo County,nan,nan,4.9,nan,nan
2005,geoId/06081,San Mateo County,nan,nan,4.2,nan,nan
2006,geoId/06081,San Mateo County,nan,nan,3.7,nan,nan
2007,geoId/06081,San Mateo County,nan,nan,3.8,nan,nan
2008,geoId/06081,San Mateo County,nan,nan,4.9,nan,nan
2009,geoId/06081,San Mateo County,nan,nan,8.6,nan,nan
2010,geoId/06081,San Mateo County,720162,nan,8.6,nan,nan
2011,geoId/06081,San Mateo County,711622,39.2,7.7,87633,nan
2012,geoId/06081,San Mateo County,721183,39.3,6.5,87751,nan
2013,geoId/06081,San Mateo County,729543,39.3,5.3,88202,nan
2014,geoId/06081,San Mateo County,739837,39.4,4.3,91421,nan
2015,geoId/06081,San Mateo County,748731,39.5,3.4,93623,nan
2016,geoId/06081,San Mateo County,754748,39.5,3.1,98546,nan
2017,geoId/06081,San Mateo County,763450,39.6,2.7,105667,nan
2018,geoId/06081,San Mateo County,765935,39.6,2.3,113776,nan
2019,geoId/06081,San Mateo County,767423,39.7,2.1,122641,nan
1980,geoId/06083,Santa Barbara County,298694,nan,nan,nan,nan
1981,geoId/06083,Santa Barbara County,305588,nan,nan,nan,nan
1982,geoId/06083,Santa Barbara County,313073,nan,nan,nan,nan
1983,geoId/06083,Santa Barbara County,322294,nan,nan,nan,nan
1984,geoId/06083,Santa Barbara County,329133,nan,nan,nan,nan
1985,geoId/06083,Santa Barbara County,338569,nan,nan,nan,nan
1986,geoId/06083,Santa Barbara County,345651,nan,nan,nan,nan
1987,geoId/06083,Santa Barbara County,352021,nan,nan,nan,nan
1988,geoId/06083,Santa Barbara County,355810,nan,nan,nan,nan
1989,geoId/06083,Santa Barbara County,365695,nan,nan,nan,nan
1990,geoId/06083,Santa Barbara County,370420,nan,4.9,nan,nan
1991,geoId/06083,Santa Barbara County,374051,nan,6,nan,nan
1992,geoId/06083,Santa Barbara County,376523,nan,7.5,nan,nan
1993,geoId/06083,Santa Barbara County,378009,nan,7.8,nan,nan
1994,geoId/06083,Santa Barbara County,381528,nan,7.3,nan,nan
1995,geoId/06083,Santa Barbara County,381289,nan,6.7,nan,nan
1996,geoId/06083,Santa Barbara County,382215,nan,5.9,nan,nan
1997,geoId/06083,Santa Barbara County,386789,nan,5.1,nan,nan
1998,geoId/06083,Santa Barbara County,389472,nan,4.4,nan,nan
1999,geoId/06083,Santa Barbara County,391071,nan,3.9,nan,nan
2000,geoId/06083,Santa Barbara County,399742,nan,4.3,nan,nan
2001,geoId/06083,Santa Barbara County,401683,nan,4.4,nan,nan
2002,geoId/06083,Santa Barbara County,402446,nan,5.2,nan,nan
2003,geoId/06083,Santa Barbara County,402781,nan,5.1,nan,nan
2004,geoId/06083,Santa Barbara County,401992,nan,4.7,nan,nan
2005,geoId/06083,Santa Barbara County,401419,nan,4.3,nan,nan
2006,geoId/06083,Santa Barbara County,400054,nan,4,nan,nan
2007,geoId/06083,Santa Barbara County,401809,nan,4.3,nan,nan
2008,geoId/06083,Santa Barbara County,404949,nan,5.5,nan,nan
2009,geoId/06083,Santa Barbara County,407875,nan,8.6,nan,nan
2010,geoId/06083,Santa Barbara County,424235,nan,9.9,nan,nan
2011,geoId/06083,Santa Barbara County,425453,33.4,9.5,61896,nan
2012,geoId/06083,Santa Barbara County,429699,33.6,8.5,62723,nan
2013,geoId/06083,Santa Barbara County,434601,33.5,7.3,62779,nan
2014,geoId/06083,Santa Barbara County,439045,33.6,6.2,63409,nan
2015,geoId/06083,Santa Barbara County,442229,33.6,5.3,63985,nan
2016,geoId/06083,Santa Barbara County,444340,33.7,5.1,65161,nan
2017,geoId/06083,Santa Barbara County,445298,33.7,4.6,68023,nan
2018,geoId/06083,Santa Barbara County,445780,33.7,4,71657,nan
2019,geoId/06083,Santa Barbara County,446499,33.8,3.7,74624,nan
1980,geoId/06085,Santa Clara County,1295071,nan,nan,nan,nan
1981,geoId/06085,Santa Clara County,1324722,nan,nan,nan,nan
1982,geoId/06085,Santa Clara County,1345039,nan,nan,nan,nan
1983,geoId/06085,Santa Clara County,1374018,nan,nan,nan,nan
1984,geoId/06085,Santa Clara County,1396226,nan,nan,nan,nan
1985,geoId/06085,Santa Clara County,1419520,nan,nan,nan,nan
1986,geoId/06085,Santa Clara County,1429933,nan,nan,nan,nan
1987,geoId/06085,Santa Clara County,1447591,nan,nan,nan,nan
1988,geoId/06085,Santa Clara County,1472234,nan,nan,nan,nan
1989,geoId/06085,Santa Clara County,1498121,nan,nan,nan,nan
1990,geoId/06085,Santa Clara County,1497644,nan,4,nan,nan
1991,geoId/06085,Santa Clara County,1508020,nan,5.8,nan,nan
1992,geoId/06085,Santa Clara County,1523971,nan,6.9,nan,nan
1993,geoId/06085,Santa Clara County,1539465,nan,7,nan,nan
1994,geoId/06085,Santa Clara County,1550060,nan,6.4,nan,nan
1995,geoId/06085,Santa Clara County,1566760,nan,4.9,nan,nan
1996,geoId/06085,Santa Clara County,1593625,nan,3.7,nan,nan
1997,geoId/06085,Santa Clara County,1621660,nan,3.1,nan,nan
1998,geoId/06085,Santa Clara County,1641848,nan,3.2,nan,nan
1999,geoId/06085,Santa Clara County,1647419,nan,3.1,nan,nan
2000,geoId/06085,Santa Clara County,1685849,nan,3.1,nan,nan
2001,geoId/06085,Santa Clara County,1691870,nan,5.1,nan,nan
2002,geoId/06085,Santa Clara County,1676124,nan,8.4,nan,nan
2003,geoId/06085,Santa Clara County,1673249,nan,8.4,nan,nan
2004,geoId/06085,Santa Clara County,1675682,nan,6.4,nan,nan
2005,geoId/06085,Santa Clara County,1690650,nan,5.3,nan,nan
2006,geoId/06085,Santa Clara County,1709120,nan,4.5,nan,nan
2007,geoId/06085,Santa Clara County,1732945,nan,4.6,nan,nan
2008,geoId/06085,Santa Clara County,1764839,nan,6,nan,nan
2009,geoId/06085,Santa Clara County,1791862,nan,11,nan,nan
2010,geoId/06085,Santa Clara County,1786079,nan,10.7,nan,nan
2011,geoId/06085,Santa Clara County,1812054,36,9.5,89064,nan
2012,geoId/06085,Santa Clara County,1837853,36.2,8,90747,nan
2013,geoId/06085,Santa Clara County,1866425,36.4,6.6,91702,nan
2014,geoId/06085,Santa Clara County,1891753,36.6,5.2,93854,nan
2015,geoId/06085,Santa Clara County,1916285,36.8,4.2,96310,nan
2016,geoId/06085,Santa Clara County,1928368,36.8,3.8,101173,nan
2017,geoId/06085,Santa Clara County,1932510,37,3.2,106761,nan
2018,geoId/06085,Santa Clara County,1932337,37,2.7,116178,nan
2019,geoId/06085,Santa Clara County,1927852,37.1,2.5,124055,nan
1980,geoId/06087,Santa Cruz County,188141,nan,nan,nan,nan
1981,geoId/06087,Santa Cruz County,193590,nan,nan,nan,nan
1982,geoId/06087,Santa Cruz County,197353,nan,nan,nan,nan
1983,geoId/06087,Santa Cruz County,201921,nan,nan,nan,nan
1984,geoId/06087,Santa Cruz County,205964,nan,nan,nan,nan
1985,geoId/06087,Santa Cruz County,212143,nan,nan,nan,nan
